timestamp,source_file,cluster,time,category,alpha,muon,electron,gamma,other
2025-11-04T14:52:55.926453+00:00,5min_beta_SrY_r0.t3pa,214,0.000000,gamma,11,0,67,135,1
2025-11-04T14:52:56.534908+00:00,5min_beta_SrY_r0.t3pa,215,0.000000,gamma,11,0,67,136,1
2025-11-04T14:52:57.214448+00:00,5min_beta_SrY_r0.t3pa,216,0.000000,electron,11,0,68,136,1
2025-11-04T14:52:57.631884+00:00,5min_beta_SrY_r0.t3pa,217,0.000000,gamma,11,0,68,137,1
2025-11-04T14:52:58.943345+00:00,5min_beta_SrY_r0.t3pa,218,0.000000,gamma,11,0,68,138,1
2025-11-04T14:53:01.398556+00:00,5min_beta_SrY_r0.t3pa,219,0.000000,gamma,11,0,68,139,1
2025-11-04T14:53:03.238506+00:00,5min_beta_SrY_r0.t3pa,220,0.000000,electron,11,0,69,139,1
2025-11-04T14:53:03.815651+00:00,5min_beta_SrY_r0.t3pa,221,0.000000,gamma,11,0,69,140,1
2025-11-04T14:53:04.447666+00:00,5min_beta_SrY_r0.t3pa,222,0.000000,gamma,11,0,69,141,1
2025-11-04T14:53:05.614548+00:00,5min_beta_SrY_r0.t3pa,223,0.000000,electron,11,0,70,141,1
2025-11-04T14:53:06.239267+00:00,5min_beta_SrY_r0.t3pa,224,0.000000,gamma,11,0,70,142,1
2025-11-04T14:53:06.902583+00:00,5min_beta_SrY_r0.t3pa,225,0.000000,gamma,11,0,70,143,1
2025-11-04T14:53:30.415159+00:00,5min_beta_SrY_r0.t3pa,226,0.000000,electron,11,0,71,143,1
2025-11-04T14:53:31.391892+00:00,5min_beta_SrY_r0.t3pa,227,0.000000,gamma,11,0,71,144,1
2025-11-04T14:53:32.152511+00:00,5min_beta_SrY_r0.t3pa,228,0.000000,gamma,11,0,71,145,1
2025-11-04T14:53:32.991798+00:00,5min_beta_SrY_r0.t3pa,229,0.000000,gamma,11,0,71,146,1
2025-11-04T14:53:33.519352+00:00,5min_beta_SrY_r0.t3pa,230,0.000000,gamma,11,0,71,147,1
2025-11-04T14:53:34.072223+00:00,5min_beta_SrY_r0.t3pa,231,0.000000,gamma,11,0,71,148,1
2025-11-04T14:53:34.632691+00:00,5min_beta_SrY_r0.t3pa,232,0.000000,gamma,11,0,71,149,1
2025-11-04T14:53:35.319128+00:00,5min_beta_SrY_r0.t3pa,233,0.000000,electron,11,0,72,149,1
2025-11-04T14:53:35.912241+00:00,5min_beta_SrY_r0.t3pa,234,0.000000,gamma,11,0,72,150,1
2025-11-04T14:53:45.175659+00:00,5min_beta_SrY_r0.t3pa,235,0.000000,electron,11,0,73,150,1
2025-11-04T14:53:46.047509+00:00,5min_beta_SrY_r0.t3pa,236,0.000000,gamma,11,0,73,151,1
